,productId,productName,brandName,url,price,stockState,comingSoon,colorName,isOnline,colors,colorShades,newArrival,mainCatCode,details,materials
0,0834333001,Derby Shoes,H&M,https://www2.hm.com/en_us/productpage.0834333001.html,49.99,Available,False,Black,True,272628,Charcoal,False,men_shoes_dressed,"Derby shoes with open lacing at front. Canvas lining and insoles. Heel height 1 in.
Art. No.:0834333001
Heel Height:
Low heel
Footwear type:
Derby Shoes
Description:
Black, Solid-color
Imported:
Yes","COMPOSITION
Sole:Thermoplastic rubber 100%
Upper:Polyurethane 100%
Lining and insole:Cotton 100% , ADDITIONAL MATERIAL INFORMATION
The total weight of this product contains:
37% Recycled thermoplastic rubber
1% Recycled cotton
We exclude the weight of minor components such as, but not exclusively: threads, buttons, zippers, embellishments and prints.
The total weight of the product is calculated by adding the weight of all layers and main components together. Based on that, we calculate how much of that weight is made out by each material. For sets and multipacks, all pieces are counted together as one product in calculations. , We exclude the weight of minor components such as, but not exclusively: threads, buttons, zippers, embellishments and prints.
The total weight of the product is calculated by adding the weight of all layers and main components together. Based on that, we calculate how much of that weight is made out by each material. For sets and multipacks, all pieces are counted together as one product in calculations. , Material:
Canvas , MATERIALS IN THIS PRODUCT EXPLAINED
Cotton
Cotton is a soft and versatile natural fiber harvested from the cotton plant.
Polyurethane
Polyurethane (PU) is a synthetic material made from oil (a fossil resource).
Recycled cotton
Recycled cotton is cotton made from textile waste in production or from end-of-life textile waste. The waste is mechanically recycled and spun into new yarn.
Recycled thermoplastic rubber
Recycled thermoplastic rubber (TPR) is a synthetic rubber made from a type of polymer (a fossil resource). It has the characteristics of both rubber and plastic. Recycled TPR is made from plastic waste.
Thermoplastic rubber
Thermoplastic rubber (TPR) is a synthetic rubber made from a type of polymer (a fossil resource). It has the characteristics of both rubber and plastic. , Cotton
Cotton is a soft and versatile natural fiber harvested from the cotton plant. , Polyurethane
Polyurethane (PU) is a synthetic material made from oil (a fossil resource). , Recycled cotton
Recycled cotton is cotton made from textile waste in production or from end-of-life textile waste. The waste is mechanically recycled and spun into new yarn. , Recycled thermoplastic rubber
Recycled thermoplastic rubber (TPR) is a synthetic rubber made from a type of polymer (a fossil resource). It has the characteristics of both rubber and plastic. Recycled TPR is made from plastic waste. , Thermoplastic rubber
Thermoplastic rubber (TPR) is a synthetic rubber made from a type of polymer (a fossil resource). It has the characteristics of both rubber and plastic."
1,1258600003,Pile-Lined Slippers,H&M,https://www2.hm.com/en_us/productpage.1258600003.html,24.99,Available,False,Black,True,272628,Charcoal,False,men_shoes_slippers,"Slippers in napped fabric. Decorative seam at top, fluted soles, and lining in soft pile. Sole thickness 3/4 in.
Art. No.:1258600003
Heel Height:
No heel
Description:
Black, Solid-color
Imported:
Yes","COMPOSITION
Lining:Polyester 100%
Upper:Polyurethane 100%
Sole:Ethylene Vinyl Acetate 100% , ADDITIONAL MATERIAL INFORMATION
The total weight of this product contains:
26% Recycled polyester
11% Recycled ethylene-vinyl acetate
We exclude the weight of minor components such as, but not exclusively: threads, buttons, zippers, embellishments and prints.
The total weight of the product is calculated by adding the weight of all layers and main components together. Based on that, we calculate how much of that weight is made out by each material. For sets and multipacks, all pieces are counted together as one product in calculations. , We exclude the weight of minor components such as, but not exclusively: threads, buttons, zippers, embellishments and prints.
The total weight of the product is calculated by adding the weight of all layers and main components together. Based on that, we calculate how much of that weight is made out by each material. For sets and multipacks, all pieces are counted together as one product in calculations. , Material:
Polyurethane Material , MATERIALS IN THIS PRODUCT EXPLAINED
Ethylene Vinyl Acetate
Ethylene-vinyl acetate (EVA) is a polymer used to produce a rubber-like, synthetic material. The polymer is usually of fossil origin.
Polyester
Polyester is a synthetic fiber made from crude oil (a fossil resource).
Polyurethane
Polyurethane (PU) is a synthetic material made from oil (a fossil resource).
Recycled ethylene-vinyl acetate
Recycled ethylene-vinyl acetate (EVA) is a polymer used to produce a synthetic, rubber-like material. It is made from post-consumer plastic waste.
Recycled polyester
Recycled polyester is polyester made from PET bottles or end-of-life textile waste. The PET bottles or textile waste is mechanically recycled and processed into new yarn. , Ethylene Vinyl Acetate
Ethylene-vinyl acetate (EVA) is a polymer used to produce a rubber-like, synthetic material. The polymer is usually of fossil origin. , Polyester
Polyester is a synthetic fiber made from crude oil (a fossil resource). , Polyurethane ,  , "
2,1036812001,Derby Shoes,H&M,https://www2.hm.com/en_us/productpage.1036812001.html,56.99,Available,False,Black,True,272628,Charcoal,False,men_shoes_dressed,"Derby shoes in soft faux suede with open lacing. Cotton canvas lining and insoles. Patterned soles. Heel height 3/4 in.
Art. No.:1036812001
Heel Height:
Low heel
Footwear type:
Derby Shoes
Description:
Black, Solid-color
Imported:
Yes","COMPOSITION
Lining and insole:Cotton 100%
Upper:Polyester 100%
Sole:Thermoplastic rubber 100% , ADDITIONAL MATERIAL INFORMATION
The total weight of this product contains:
20% Recycled polyester
7% Recycled cotton
6% Recycled thermoplastic rubber
We exclude the weight of minor components such as, but not exclusively: threads, buttons, zippers, embellishments and prints.
The total weight of the product is calculated by adding the weight of all layers and main components together. Based on that, we calculate how much of that weight is made out by each material. For sets and multipacks, all pieces are counted together as one product in calculations. , We exclude the weight of minor components such as, but not exclusively: threads, buttons, zippers, embellishments and prints.
The total weight of the product is calculated by adding the weight of all layers and main components together. Based on that, we calculate how much of that weight is made out by each material. For sets and multipacks, all pieces are counted together as one product in calculations. , Material:
Canvas , MATERIALS IN THIS PRODUCT EXPLAINED
Cotton
Cotton is a soft and versatile natural fiber harvested from the cotton plant.
Polyester
Polyester is a synthetic fiber made from crude oil (a fossil resource).
Recycled cotton
Recycled cotton is cotton made from textile waste in production or from end-of-life textile waste. The waste is mechanically recycled and spun into new yarn.
Recycled polyester
Recycled polyester is polyester made from PET bottles or end-of-life textile waste. The PET bottles or textile waste is mechanically recycled and processed into new yarn.
Recycled thermoplastic rubber
Recycled thermoplastic rubber (TPR) is a synthetic rubber made from a type of polymer (a fossil resource). It has the characteristics of both rubber and plastic. Recycled TPR is made from plastic waste.
Thermoplastic rubber
Thermoplastic rubber (TPR) is a synthetic rubber made from a type of polymer (a fossil resource). It has the characteristics of both rubber and plastic. , Cotton
Cotton is a soft and versatile natural fiber harvested from the cotton plant. , Polyester
Polyester is a synthetic fiber made from crude oil (a fossil resource). , Recycled cotton
Recycled cotton is cotton made from textile waste in production or from end-of-life textile waste. The waste is mechanically recycled and spun into new yarn. , Recycled polyester
Recycled polyester is polyester made from PET bottles or end-of-life textile waste. The PET bottles or textile waste is mechanically recycled and processed into new yarn. , Recycled thermoplastic rubber
Recycled thermoplastic rubber (TPR) is a synthetic rubber made from a type of polymer (a fossil resource). It has the characteristics of both rubber and plastic. Recycled TPR is made from plastic waste. , Thermoplastic rubber
Thermoplastic rubber (TPR) is a synthetic rubber made from a type of polymer (a fossil resource). It has the characteristics of both rubber and plastic."
3,1112924002,Fleece-lined Slippers,H&M,https://www2.hm.com/en_us/productpage.1112924002.html,29.99,Available,False,Dark blue,True,393B47,Bright blue|Cobalt blue|Dark blue|Indigo|Navy blue|Royal blue,False,men_shoes_slippers,"Slippers in woven fabric with a moccasin seam at front. Lining and insoles in soft teddy bear fabric.
Art. No.:1112924002
Heel Height:
No heel
Description:
Dark blue, Solid-color
Imported:
Yes","COMPOSITION
Lining:Polyester 100%
Upper:Polyester 100%
Sole:Ethylene Vinyl Acetate 100% , ADDITIONAL MATERIAL INFORMATION
The total weight of this product contains:
63% Recycled polyester
6% Recycled ethylene-vinyl acetate
We exclude the weight of minor components such as, but not exclusively: threads, buttons, zippers, embellishments and prints.
The total weight of the product is calculated by adding the weight of all layers and main components together. Based on that, we calculate how much of that weight is made out by each material. For sets and multipacks, all pieces are counted together as one product in calculations. , We exclude the weight of minor components such as, but not exclusively: threads, buttons, zippers, embellishments and prints.
The total weight of the product is calculated by adding the weight of all layers and main components together. Based on that, we calculate how much of that weight is made out by each material. For sets and multipacks, all pieces are counted together as one product in calculations. , MATERIALS IN THIS PRODUCT EXPLAINED
Ethylene Vinyl Acetate
Ethylene-vinyl acetate (EVA) is a polymer used to produce a rubber-like, synthetic material. The polymer is usually of fossil origin.
Polyester
Polyester is a synthetic fiber made from crude oil (a fossil resource).
Recycled ethylene-vinyl acetate
Recycled ethylene-vinyl acetate (EVA) is a polymer used to produce a synthetic, rubber-like material. It is made from post-consumer plastic waste.
Recycled polyester
Recycled polyester is polyester made from PET bottles or end-of-life textile waste. The PET bottles or textile waste is mechanically recycled and processed into new yarn. , Ethylene Vinyl Acetate
Ethylene-vinyl acetate (EVA) is a polymer used to produce a rubber-like, synthetic material. The polymer is usually of fossil origin. , Polyester
Polyester is a synthetic fiber made from crude oil (a fossil resource). , Recycled ethylene-vinyl acetate
Recycled ethylene-vinyl acetate (EVA) is a polymer used to produce a synthetic, rubber-like material. It is made from post-consumer plastic waste. , Recycled polyester
Recycled polyester is polyester made from PET bottles or end-of-life textile waste. The PET bottles or textile waste is mechanically recycled and processed into new yarn."
4,1119476020,Sneakers,H&M,https://www2.hm.com/en_us/productpage.1119476020.html,29.99,Available,False,White,True,FFFFFF,,False,men_shoes_sneakers,"Sneakers with a padded upper edge and tongue, and lacing at front. Lining and insoles in piqué. Fluted rubber soles. Sole thickness 1 1/4 in.
Art. No.:1119476020
Heel Height:
No heel
Footwear type:
Sneakers
Description:
White, Solid-color
Imported:
Yes","COMPOSITION
Lining:Polyester 100%
Upper:Polyurethane 100%
Sole:Rubber 100% , ADDITIONAL MATERIAL INFORMATION
The total weight of this product contains:
8% Recycled rubber
8% Recycled polyester
We exclude the weight of minor components such as, but not exclusively: threads, buttons, zippers, embellishments and prints.
The total weight of the product is calculated by adding the weight of all layers and main components together. Based on that, we calculate how much of that weight is made out by each material. For sets and multipacks, all pieces are counted together as one product in calculations. , We exclude the weight of minor components such as, but not exclusively: threads, buttons, zippers, embellishments and prints.
The total weight of the product is calculated by adding the weight of all layers and main components together. Based on that, we calculate how much of that weight is made out by each material. For sets and multipacks, all pieces are counted together as one product in calculations. , Material:
Polyurethane Material , MATERIALS IN THIS PRODUCT EXPLAINED
Polyester
Polyester is a synthetic fiber made from crude oil (a fossil resource).
Polyurethane
Polyurethane (PU) is a synthetic material made from oil (a fossil resource).
Recycled polyester
Recycled polyester is polyester made from PET bottles or end-of-life textile waste. The PET bottles or textile waste is mechanically recycled and processed into new yarn.
Recycled rubber
Recycled rubber is produced from post-consumer rubber waste. The waste can consist of both natural rubber (collected from rubber trees) and synthetic rubber (petrochemical-based).
Rubber
Rubber is a polymer material. It can either be natural – collected from rubber trees, or synthetic – petrochemical based (made from fossil resources). , Polyester
Polyester is a synthetic fiber made from crude oil (a fossil resource). , Polyurethane
Polyurethane (PU) is a synthetic material made from oil (a fossil resource). , Recycled polyester
Recycled polyester is polyester made from PET bottles or end-of-life textile waste. The PET bottles or textile waste is mechanically recycled and processed into new yarn. , Recycled rubber
Recycled rubber is produced from post-consumer rubber waste. The waste can consist of both natural rubber (collected from rubber trees) and synthetic rubber (petrochemical-based). , Rubber
Rubber is a polymer material. It can either be natural – collected from rubber trees, or synthetic – petrochemical based (made from fossil resources)."
5,1119476021,Sneakers,H&M,https://www2.hm.com/en_us/productpage.1119476021.html,29.99,Available,False,Black,True,272628,Charcoal,False,men_shoes_sneakers,"Sneakers with a padded upper edge and tongue, and lacing at front. Lining and insoles in piqué. Fluted rubber soles. Sole thickness 1 1/4 in.
Art. No.:1119476021
Heel Height:
No heel
Footwear type:
Sneakers
Description:
Black, Solid-color
Imported:
Yes","COMPOSITION
Lining:Polyester 100%
Sole:Rubber 100%
Upper:Polyurethane 100% , ADDITIONAL MATERIAL INFORMATION
The total weight of this product contains:
17% Recycled rubber
2% Recycled polyester
We exclude the weight of minor components such as, but not exclusively: threads, buttons, zippers, embellishments and prints.
The total weight of the product is calculated by adding the weight of all layers and main components together. Based on that, we calculate how much of that weight is made out by each material. For sets and multipacks, all pieces are counted together as one product in calculations. , We exclude the weight of minor components such as, but not exclusively: threads, buttons, zippers, embellishments and prints.
The total weight of the product is calculated by adding the weight of all layers and main components together. Based on that, we calculate how much of that weight is made out by each material. For sets and multipacks, all pieces are counted together as one product in calculations. , Material:
Polyurethane Material , MATERIALS IN THIS PRODUCT EXPLAINED
Polyester
Polyester is a synthetic fiber made from crude oil (a fossil resource).
Polyurethane
Polyurethane (PU) is a synthetic material made from oil (a fossil resource).
Recycled polyester
Recycled polyester is polyester made from PET bottles or end-of-life textile waste. The PET bottles or textile waste is mechanically recycled and processed into new yarn.
Recycled rubber
Recycled rubber is produced from post-consumer rubber waste. The waste can consist of both natural rubber (collected from rubber trees) and synthetic rubber (petrochemical-based).
Rubber
Rubber is a polymer material. It can either be natural – collected from rubber trees, or synthetic – petrochemical based (made from fossil resources). , Polyester
Polyester is a synthetic fiber made from crude oil (a fossil resource). , Polyurethane
Polyurethane (PU) is a synthetic material made from oil (a fossil resource). , Recycled polyester
Recycled polyester is polyester made from PET bottles or end-of-life textile waste. The PET bottles or textile waste is mechanically recycled and processed into new yarn. , Recycled rubber
Recycled rubber is produced from post-consumer rubber waste. The waste can consist of both natural rubber (collected from rubber trees) and synthetic rubber (petrochemical-based). , Rubber
Rubber is a polymer material. It can either be natural – collected from rubber trees, or synthetic – petrochemical based (made from fossil resources)."
6,1238685001,Chelsea Boots,H&M,https://www2.hm.com/en_us/productpage.1238685001.html,49.99,Available,False,Black,True,272628,Charcoal,False,men_shoes_boots,"Chelsea boots with elasticized side panels and a loop at back. Canvas lining, canvas insoles, and patterned soles. Heel height 1 in.
Art. No.:1238685001
Heel Height:
Low heel
Footwear type:
Chelsea Boots
Description:
Black, Solid-color
Imported:
Yes","COMPOSITION
Lining:Cotton 100%
Lining:Polyurethane 100%
Upper:Polyester 100%
Sole:Thermoplastic rubber 100% , ADDITIONAL MATERIAL INFORMATION
The total weight of this product contains:
47% Recycled thermoplastic rubber
6% Recycled polyester
2% Recycled cotton
We exclude the weight of minor components such as, but not exclusively: threads, buttons, zippers, embellishments and prints.
The total weight of the product is calculated by adding the weight of all layers and main components together. Based on that, we calculate how much of that weight is made out by each material. For sets and multipacks, all pieces are counted together as one product in calculations. , We exclude the weight of minor components such as, but not exclusively: threads, buttons, zippers, embellishments and prints.
The total weight of the product is calculated by adding the weight of all layers and main components together. Based on that, we calculate how much of that weight is made out by each material. For sets and multipacks, all pieces are counted together as one product in calculations. , Material:
Polyurethane Material , MATERIALS IN THIS PRODUCT EXPLAINED
Cotton
Cotton is a soft and versatile natural fiber harvested from the cotton plant.
Polyester
Polyester is a synthetic fiber made from crude oil (a fossil resource).
Polyurethane
Polyurethane (PU) is a synthetic material made from oil (a fossil resource).
Recycled cotton
Recycled cotton is cotton made from textile waste in production or from end-of-life textile waste. The waste is mechanically recycled and spun into new yarn.
Recycled polyester
Recycled polyester is polyester made from PET bottles or end-of-life textile waste. The PET bottles or textile waste is mechanically recycled and processed into new yarn.
Recycled thermoplastic rubber
Recycled thermoplastic rubber (TPR) is a synthetic rubber made from a type of polymer (a fossil resource). It has the characteristics of both rubber and plastic. Recycled TPR is made from plastic waste.
Thermoplastic rubber
Thermoplastic rubber (TPR) is a synthetic rubber made from a type of polymer (a fossil resource). It has the characteristics of both rubber and plastic. , Cotton
Cotton is a soft and versatile natural fiber harvested from the cotton plant. , Polyester
Polyester is a synthetic fiber made from crude oil (a fossil resource). , Polyurethane
Polyurethane (PU) is a synthetic material made from oil (a fossil resource). , Recycled cotton
Recycled cotton is cotton made from textile waste in production or from end-of-life textile waste. The waste is mechanically recycled and spun into new yarn. ,  ,  , "
7,1072672004,Chelsea Boots,H&M,https://www2.hm.com/en_us/productpage.1072672004.html,59.99,Available,False,Black,True,272628,Charcoal,False,men_shoes_boots,"Chelsea boots with elasticized side panels and a loop at front and back. Heel height 1 1/4 in.
Art. No.:1072672004
Heel Height:
Low heel
Footwear type:
Chelsea Boots
Description:
Black, Solid-color
Imported:
Yes","COMPOSITION
Upper:Polyurethane 100%
Sole:Thermoplastic rubber 100%
Lining and insole:Cotton 100% , ADDITIONAL MATERIAL INFORMATION
The total weight of this product contains:
44% Recycled thermoplastic rubber
1% Recycled cotton
We exclude the weight of minor components such as, but not exclusively: threads, buttons, zippers, embellishments and prints.
The total weight of the product is calculated by adding the weight of all layers and main components together. Based on that, we calculate how much of that weight is made out by each material. For sets and multipacks, all pieces are counted together as one product in calculations. , We exclude the weight of minor components such as, but not exclusively: threads, buttons, zippers, embellishments and prints.
The total weight of the product is calculated by adding the weight of all layers and main components together. Based on that, we calculate how much of that weight is made out by each material. For sets and multipacks, all pieces are counted together as one product in calculations. , MATERIALS IN THIS PRODUCT EXPLAINED
Cotton
Cotton is a soft and versatile natural fiber harvested from the cotton plant.
Polyurethane
Polyurethane (PU) is a synthetic material made from oil (a fossil resource).
Recycled cotton
Recycled cotton is cotton made from textile waste in production or from end-of-life textile waste. The waste is mechanically recycled and spun into new yarn.
Recycled thermoplastic rubber
Recycled thermoplastic rubber (TPR) is a synthetic rubber made from a type of polymer (a fossil resource). It has the characteristics of both rubber and plastic. Recycled TPR is made from plastic waste.
Thermoplastic rubber
Thermoplastic rubber (TPR) is a synthetic rubber made from a type of polymer (a fossil resource). It has the characteristics of both rubber and plastic. , Cotton
Cotton is a soft and versatile natural fiber harvested from the cotton plant. , Polyurethane
Polyurethane (PU) is a synthetic material made from oil (a fossil resource). , Recycled cotton
Recycled cotton is cotton made from textile waste in production or from end-of-life textile waste. The waste is mechanically recycled and spun into new yarn. , Recycled thermoplastic rubber
Recycled thermoplastic rubber (TPR) is a synthetic rubber made from a type of polymer (a fossil resource). It has the characteristics of both rubber and plastic. Recycled TPR is made from plastic waste. , Thermoplastic rubber
Thermoplastic rubber (TPR) is a synthetic rubber made from a type of polymer (a fossil resource). It has the characteristics of both rubber and plastic."
8,1250120001,Loafers,H&M,https://www2.hm.com/en_us/productpage.1250120001.html,49.99,Available,False,Black,True,272628,Charcoal,True,men_shoes_loafers,"New Arrival
Loafers designed for narrow feet. Canvas lining, canvas insoles, and patterned soles. Heel height 1/2 in.
Art. No.:1250120001
Heel Height:
Low heel
Footwear type:
Loafers
Description:
Black, Solid-color
Imported:","COMPOSITION
Lining:Cotton 100%
Sole:Rubber 100%
Upper:Polyester 88%, Spandex 12% , ADDITIONAL MATERIAL INFORMATION
The total weight of this product contains:
17% Recycled polyester
14% Recycled rubber
1% Recycled cotton
We exclude the weight of minor components such as, but not exclusively: threads, buttons, zippers, embellishments and prints.
The total weight of the product is calculated by adding the weight of all layers and main components together. Based on that, we calculate how much of that weight is made out by each material. For sets and multipacks, all pieces are counted together as one product in calculations. , We exclude the weight of minor components such as, but not exclusively: threads, buttons, zippers, embellishments and prints.
The total weight of the product is calculated by adding the weight of all layers and main components together. Based on that, we calculate how much of that weight is made out by each material. For sets and multipacks, all pieces are counted together as one product in calculations. , MATERIALS IN THIS PRODUCT EXPLAINED
Cotton
Cotton is a soft and versatile natural fiber harvested from the cotton plant.
Polyester
Polyester is a synthetic fiber made from crude oil (a fossil resource).
Recycled cotton
Recycled cotton is cotton made from textile waste in production or from end-of-life textile waste. The waste is mechanically recycled and spun into new yarn.
Recycled polyester
Recycled polyester is polyester made from PET bottles or end-of-life textile waste. The PET bottles or textile waste is mechanically recycled and processed into new yarn.
Recycled rubber
Recycled rubber is produced from post-consumer rubber waste. The waste can consist of both natural rubber (collected from rubber trees) and synthetic rubber (petrochemical-based).
Rubber
Rubber is a polymer material. It can either be natural – collected from rubber trees, or synthetic – petrochemical based (made from fossil resources).
Spandex
Elastane is an elastic synthetic fiber made from oil (a fossil resource). , Cotton
Cotton is a soft and versatile natural fiber harvested from the cotton plant. , Polyester
Polyester is a synthetic fiber made from crude oil (a fossil resource). , Recycled cotton
Recycled cotton is cotton made from textile waste in production or from end-of-life textile waste. The waste is mechanically recycled and spun into new yarn. , Recycled polyester
Recycled polyester is polyester made from PET bottles or end-of-life textile waste. The PET bottles or textile waste is mechanically recycled and processed into new yarn. , Recycled rubber
Recycled rubber is produced from post-consumer rubber waste. The waste can consist of both natural rubber (collected from rubber trees) and synthetic rubber (petrochemical-based). , Rubber
Rubber is a polymer material. It can either be natural – collected from rubber trees, or synthetic – petrochemical based (made from fossil resources). , Spandex
Elastane is an elastic synthetic fiber made from oil (a fossil resource)."
9,1250116001,Chelsea Boots,H&M,https://www2.hm.com/en_us/productpage.1250116001.html,59.99,Available,False,Black,True,272628,Charcoal,False,men_shoes_boots,"Chelsea boots with elasticized side panels and loop at back. Canvas insoles and chunky soles. Heel height approx. 1 1/2 in.
Art. No.:1250116001
Heel Height:
Low heel
Footwear type:
Boots, Chelsea Boots
Description:
Black
Imported:
Yes","COMPOSITION
Lining:Polyurethane 100%
Lining:Cotton 100%
Sole:Ethylene Vinyl Acetate 100%
Upper:Polyurethane 100% , ADDITIONAL MATERIAL INFORMATION
The total weight of this product contains:
14% Recycled ethylene-vinyl acetate
1% Recycled cotton
We exclude the weight of minor components such as, but not exclusively: threads, buttons, zippers, embellishments and prints.
The total weight of the product is calculated by adding the weight of all layers and main components together. Based on that, we calculate how much of that weight is made out by each material. For sets and multipacks, all pieces are counted together as one product in calculations. , We exclude the weight of minor components such as, but not exclusively: threads, buttons, zippers, embellishments and prints.
The total weight of the product is calculated by adding the weight of all layers and main components together. Based on that, we calculate how much of that weight is made out by each material. For sets and multipacks, all pieces are counted together as one product in calculations. , MATERIALS IN THIS PRODUCT EXPLAINED
Cotton
Cotton is a soft and versatile natural fiber harvested from the cotton plant.
Ethylene Vinyl Acetate
Ethylene-vinyl acetate (EVA) is a polymer used to produce a rubber-like, synthetic material. The polymer is usually of fossil origin.
Polyurethane
Polyurethane (PU) is a synthetic material made from oil (a fossil resource).
Recycled cotton
Recycled cotton is cotton made from textile waste in production or from end-of-life textile waste. The waste is mechanically recycled and spun into new yarn.
Recycled ethylene-vinyl acetate
Recycled ethylene-vinyl acetate (EVA) is a polymer used to produce a synthetic, rubber-like material. It is made from post-consumer plastic waste. , Cotton
Cotton is a soft and versatile natural fiber harvested from the cotton plant. , Ethylene Vinyl Acetate
Ethylene-vinyl acetate (EVA) is a polymer used to produce a rubber-like, synthetic material. The polymer is usually of fossil origin. , Polyurethane
Polyurethane (PU) is a synthetic material made from oil (a fossil resource). , Recycled cotton
Recycled cotton is cotton made from textile waste in production or from end-of-life textile waste. The waste is mechanically recycled and spun into new yarn. , Recycled ethylene-vinyl acetate
Recycled ethylene-vinyl acetate (EVA) is a polymer used to produce a synthetic, rubber-like material. It is made from post-consumer plastic waste."
